City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
286,Tamandare,BR,77.7,broken clouds,-8.7597,-35.1047,Pousada 100 Passos
287,Tagusao,PH,77.45,overcast clouds,9.1924,117.8141,Toledo
288,Saint-Pierre,RE,74.57,overcast clouds,-21.3393,55.4781,Lindsey Hôtel
290,Sola,VU,84.87,broken clouds,-13.8833,167.55,Leumerus Bungalows
291,Lagoa,PT,66.09,few clouds,39.05,-27.9833,Casa Das Faias
292,Kokopo,PG,81.28,overcast clouds,-4.352,152.2633,Kokopo Beach Bungalow Resort
297,Port Blair,IN,79.79,broken clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
298,Obo,CF,72.01,scattered clouds,5.3998,26.4869,
299,Ipoh,MY,76.95,few clouds,4.5841,101.0829,Ritz Garden Hotel
300,Tadine,NC,74.46,scattered clouds,-21.55,167.8833,
301,Nioro,GM,81.18,overcast clouds,13.35,-15.75,
303,Culiacan,MX,97.16,clear sky,24.7994,-107.3897,Ramada by Wyndham Hola Culiacan
304,Kazerun,IR,65.05,clear sky,29.6195,51.6541,آپارتمان بزرگ اویسا
305,Fort Collins,US,71.76,clear sky,40.5853,-105.0844,Best Western University Inn
310,Gat,IL,69.82,clear sky,31.61,34.7642,OlusHome
311,San Patricio,US,92.12,clear sky,28.017,-97.5169,"Motel 6 Sinton, TX"
312,Meadow Lake,US,76.39,scattered clouds,34.8014,-106.5436,TumbleWeed RV Park
320,Baramati,IN,70.86,clear sky,18.15,74.5833,OYO 43302 Hotel Sargam
321,Catuday,PH,79.0,light rain,16.2923,119.8062,Benjie's Kubo & Cottages
326,Camapua,BR,70.41,overcast clouds,-19.5314,-54.0439,Comercial Estrela
327,Kloulklubed,PW,81.1,broken clouds,7.0419,134.2556,Storyboard Beach Resort
328,Sulangan,PH,82.62,overcast clouds,11.1373,123.7228,Maia's Beach Resort
330,Haikou,CN,71.73,light rain,20.0458,110.3417,Sun City Restaurant
332,Bubaque,GW,82.72,overcast clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
335,Mackay,AU,85.68,broken clouds,-21.15,149.2,International Lodge Motel
336,Jinka,ET,71.37,overcast clouds,5.65,36.65,
338,Bonthe,SL,78.22,light rain,7.5264,-12.505,Bonthe Holiday Village
342,Matamoros,MX,87.24,clear sky,25.5333,-103.25,Quinta Belem
343,Catia La Mar,VE,88.0,broken clouds,10.6038,-67.0303,HOTEL PLAYA GRANDE CARIBE
345,Kaeo,NZ,69.33,few clouds,-35.1,173.7833,Bushido Lodge
348,Portales,US,82.33,clear sky,34.1862,-103.3344,"Holiday Inn Express & Suites Portales, an IHG Hotel"
350,Warrensburg,US,75.27,scattered clouds,38.7628,-93.7361,Comfort Inn Warrensburg Station
