City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
145,Meadow Lake,US,2021-10-24 18:36:14,34.8014,-106.5436,72.61,25,10,13.8
146,Huron,US,2021-10-24 18:36:15,41.1501,-82.5499,55.69,92,100,4.34
147,Libertador General San Martin,AR,2021-10-24 18:36:15,-23.8064,-64.7876,88.97,21,1,9.28
148,Makurdi,NG,2021-10-24 18:36:16,7.7411,8.5121,79.27,75,99,3.49
149,Katsuura,JP,2021-10-24 18:35:14,35.1333,140.3,53.71,58,80,8.05
150,Bonavista,CA,2021-10-24 18:25:36,48.6499,-53.1147,57.2,97,98,18.84
151,Ingham,US,2021-10-24 18:36:17,42.6,-84.3833,50.25,85,90,3.44
152,Am Timan,TD,2021-10-24 18:36:17,11.0297,20.2827,84.13,48,100,3.22
153,Kirakira,SB,2021-10-24 18:27:18,-10.4544,161.9205,80.06,81,36,6.73
154,Cherskiy,RU,2021-10-24 18:36:18,68.75,161.3,-13.88,99,25,4.9
155,Kodino,RU,2021-10-24 18:36:18,63.7198,39.6447,23.4,95,51,7.34
156,Bambous Virieux,MU,2021-10-24 18:36:19,-20.3428,57.7575,75.22,78,20,12.66
157,Namibe,AO,2021-10-24 18:26:22,-15.1961,12.1522,65.98,80,2,9.44
158,Kaitangata,NZ,2021-10-24 18:34:20,-46.2817,169.8464,52.25,92,98,1.05
159,Oistins,BB,2021-10-24 18:36:20,13.0667,-59.5333,86.09,66,75,23.02
160,Rundu,NA,2021-10-24 18:36:20,-17.9333,19.7667,78.8,45,33,10.6
161,Mehamn,NO,2021-10-24 18:36:20,71.0357,27.8492,31.91,86,20,9.22
162,Gigmoto,PH,2021-10-24 18:36:21,13.7796,124.39,79.23,88,82,5.08
163,Pangnirtung,CA,2021-10-24 18:26:37,66.1451,-65.7125,30.2,80,75,6.91
164,Kailua,US,2021-10-24 18:36:21,21.4022,-157.7394,78.78,58,17,19.53
165,Svetlyy,RU,2021-10-24 18:32:36,54.675,20.1347,41.05,80,91,10.56
166,Ambilobe,MG,2021-10-24 18:26:48,-13.2,49.05,79.05,72,60,9.04
167,Pontes E Lacerda,BR,2021-10-24 18:36:22,-15.2261,-59.3353,79.39,69,81,8.52
168,Avarua,CK,2021-10-24 18:36:22,-21.2078,-159.775,73.45,64,100,10.36
169,Filotion,GR,2021-10-24 18:36:23,37.05,25.5,63.55,81,100,5.01
170,Baturaja,ID,2021-10-24 18:36:23,-4.1333,104.1667,73.98,97,90,1.25
171,Kahului,US,2021-10-24 18:36:24,20.8947,-156.47,78.84,88,40,8.05
172,Zhitnevo,RU,2021-10-24 18:36:24,55.3423,37.9146,34.34,69,20,11.18
173,Zaraza,VE,2021-10-24 18:36:25,9.3503,-65.3245,95.32,35,100,6.24
174,Tres Arroyos,AR,2021-10-24 18:31:44,-38.3739,-60.2798,73.44,23,0,19.19
175,Watsa,CD,2021-10-24 18:36:25,3.0372,29.5355,65.16,97,48,2.04
176,Chapada Dos Guimaraes,BR,2021-10-24 18:36:26,-15.4606,-55.7497,62.26,92,100,0.78
177,Ponta Do Sol,PT,2021-10-24 18:36:26,32.6667,-17.1,71.13,59,71,6.08
178,Vernon,CA,2021-10-24 18:36:26,50.2581,-119.2691,56.3,59,100,13.8
179,Chokurdakh,RU,2021-10-24 18:36:27,70.6333,147.9167,-6.21,99,100,2.89
180,Ilulissat,GL,2021-10-24 18:26:32,69.2167,-51.1,21.22,58,94,17.27
181,Znamenskoye,RU,2021-10-24 18:36:27,57.1281,73.8282,43.38,93,100,8.84
182,Ekhabi,RU,2021-10-24 18:36:28,53.5102,142.9671,31.32,93,22,10.71
183,Newport,GB,2021-10-24 18:36:28,51.5877,-2.9984,57.81,88,8,10.71
184,General Roca,AR,2021-10-24 18:36:29,-39.0333,-67.5833,81.0,22,100,39.08
185,Cabo Rojo,PR,2021-10-24 18:36:29,18.0866,-67.1457,89.19,68,73,1.99
186,Manassas Park,US,2021-10-24 18:36:30,38.784,-77.4697,72.61,60,1,1.01
187,Sao Jose Da Coroa Grande,BR,2021-10-24 18:36:30,-8.8978,-35.1478,81.54,67,84,11.1
188,Ahipara,NZ,2021-10-24 18:36:30,-35.1667,173.1667,58.71,92,17,1.63
189,Ribeira Grande,PT,2021-10-24 18:36:19,38.5167,-28.7,70.2,60,20,3.44
190,Kologriv,RU,2021-10-24 18:36:31,58.8275,44.3178,31.24,90,100,11.03
191,King City,US,2021-10-24 18:36:31,36.2127,-121.126,68.76,79,100,16.4
192,Mukhen,RU,2021-10-24 18:36:32,48.1,136.1,37.04,76,0,6.29
193,Atlacomulco,MX,2021-10-24 18:36:32,19.7989,-99.8744,66.31,59,100,2.71
194,Constitucion,CL,2021-10-24 18:36:33,-35.3333,-72.4167,64.0,61,7,18.86
195,Sassandra,CI,2021-10-24 18:36:33,4.95,-6.0833,76.8,88,100,4.7
196,Storslett,NO,2021-10-24 18:36:34,69.7678,21.0247,28.4,69,0,6.91
197,Carnoustie,GB,2021-10-24 18:36:34,56.5014,-2.7091,55.45,82,53,16.02
198,Codrington,AU,2021-10-24 18:36:35,-38.2667,141.9667,49.82,64,100,9.66
199,Hrodna,BY,2021-10-24 18:36:35,53.6884,23.8258,39.02,74,100,5.21
200,Hasaki,JP,2021-10-24 18:36:35,35.7333,140.8333,48.6,51,36,5.88
201,Muisne,EC,2021-10-24 18:36:36,0.6,-80.0333,84.31,80,96,10.96
202,Thompson,CA,2021-10-24 18:34:21,55.7435,-97.8558,32.16,80,75,2.3
203,Port-Cartier,CA,2021-10-24 18:36:36,50.0334,-66.8654,50.22,77,100,12.66
204,Rudnyy,KZ,2021-10-24 18:36:37,52.9594,63.1206,52.09,53,100,8.99
205,Kangaba,ML,2021-10-24 18:36:37,11.9333,-8.4167,82.78,57,73,4.94
206,Rio Gallegos,AR,2021-10-24 18:27:21,-51.6226,-69.2181,50.05,53,40,31.07
207,Olinda,BR,2021-10-24 18:36:38,-8.0089,-34.8553,85.73,58,20,10.36
208,Sovetskiy,RU,2021-10-24 18:36:38,61.3614,63.5842,31.14,78,100,2.98
209,Zaozhuang,CN,2021-10-24 18:35:06,34.8647,117.5542,53.01,67,0,0.47
210,Provideniya,RU,2021-10-24 18:36:39,64.3833,-173.3,19.29,81,63,7.2
211,Victoria,HK,2021-10-24 18:32:21,22.2855,114.1577,69.33,73,22,1.99
212,Ola,RU,2021-10-24 18:36:39,59.5833,151.2833,24.12,64,100,1.03
213,Cohoes,US,2021-10-24 18:36:40,42.7742,-73.7001,59.49,56,40,1.99
214,Toora-Khem,RU,2021-10-24 18:36:40,52.4675,96.11,33.51,70,100,1.39
215,Odweyne,SO,2021-10-24 18:36:41,9.4092,45.064,74.03,46,5,10.45
216,Alofi,NU,2021-10-24 18:36:41,-19.0595,-169.9187,73.29,68,83,9.22
217,Alice Springs,AU,2021-10-24 18:36:42,-23.7,133.8833,63.95,45,2,9.22
218,Taua,BR,2021-10-24 18:36:42,-5.9667,-40.3,86.49,45,100,10.6
219,San Jose,US,2021-10-24 18:36:30,37.3394,-121.895,65.26,87,90,3.0
220,Nioki,CD,2021-10-24 18:36:43,-2.7167,17.6833,74.17,91,7,3.04
221,Baruun-Urt,MN,2021-10-24 18:36:43,46.6806,113.2792,34.9,45,5,7.07
222,Adrar,MR,2021-10-24 18:27:29,20.5022,-10.0711,87.33,21,6,2.08
223,Campo Verde,BR,2021-10-24 18:36:44,-20.4167,-54.0667,74.41,71,100,4.54
224,Paragominas,BR,2021-10-24 18:36:44,-2.9667,-47.4833,92.46,43,30,9.1
225,Ixtapa,MX,2021-10-24 18:36:44,20.7,-105.2,86.23,66,90,6.91
226,Quelimane,MZ,2021-10-24 18:36:45,-17.8786,36.8883,78.75,89,20,11.5
227,Luba,GQ,2021-10-24 18:36:45,3.4568,8.5547,78.69,86,72,5.77
228,Usinsk,RU,2021-10-24 18:36:46,65.9939,57.5281,21.76,96,100,6.4
229,Abidjan,CI,2021-10-24 18:35:13,5.3094,-4.0197,82.36,83,40,9.22
230,Rocha,UY,2021-10-24 18:36:46,-34.4833,-54.3333,69.28,49,0,13.04
231,Sioux Lookout,CA,2021-10-24 18:27:42,50.1001,-91.917,35.98,75,75,4.61
232,Manado,ID,2021-10-24 18:36:47,1.487,124.8455,76.6,88,22,1.99
233,Gorontalo,ID,2021-10-24 18:36:47,0.5412,123.0595,74.62,91,91,3.0
234,Huntington,US,2021-10-24 18:36:48,38.4193,-82.4452,77.31,51,90,4.61
235,Sao Filipe,CV,2021-10-24 18:36:48,14.8961,-24.4956,79.57,68,47,10.51
236,Avera,US,2021-10-24 18:36:49,33.194,-82.5271,80.71,39,90,7.29
237,Butaritari,KI,2021-10-24 18:36:49,3.0707,172.7902,80.1,71,3,2.91
238,Ratnagiri,IN,2021-10-24 18:36:50,16.9833,73.3,77.13,82,95,7.96
239,Coihaique,CL,2021-10-24 18:34:22,-45.5752,-72.0662,51.75,76,90,12.66
240,The Valley,AI,2021-10-24 18:36:50,18.217,-63.0578,86.14,70,40,13.8
241,Murbad,IN,2021-10-24 18:36:51,19.25,73.4,81.61,86,6,1.25
242,Puri,IN,2021-10-24 18:36:51,19.8,85.85,73.92,68,9,1.43
243,Sabang,ID,2021-10-24 18:36:52,5.8933,95.3214,81.41,75,100,10.25
244,Keffi,NG,2021-10-24 18:36:52,8.8486,7.8736,84.58,78,17,3.85
245,Nome,US,2021-10-24 18:36:52,64.5011,-165.4064,26.67,93,90,0.0
246,Mikhaylovsk,RU,2021-10-24 18:36:53,45.1283,42.0256,44.82,93,90,11.18
247,Mumbwa,ZM,2021-10-24 18:36:53,-14.9783,27.0619,79.05,29,10,3.04
248,Ust-Kut,RU,2021-10-24 18:36:53,56.7938,105.7672,39.2,95,100,12.93
249,Talcahuano,CL,2021-10-24 18:36:54,-36.7167,-73.1167,64.08,63,0,14.97
250,Conceicao Do Araguaia,BR,2021-10-24 18:36:54,-8.2578,-49.2647,87.46,55,100,2.08
251,Manuk Mangkaw,PH,2021-10-24 18:36:55,4.8,119.85,82.47,75,95,5.57
252,Xuddur,SO,2021-10-24 18:36:55,4.1213,43.8894,81.72,52,52,9.44
253,San Cristobal,VE,2021-10-24 18:36:56,7.7669,-72.225,71.78,46,100,4.72
254,Isangel,VU,2021-10-24 18:32:04,-19.55,169.2667,68.11,94,47,2.3
255,Mar Del Plata,AR,2021-10-24 18:34:12,-38.0023,-57.5575,69.82,30,0,17.27
256,Krasnyy Luch,UA,2021-10-24 18:36:56,48.1395,38.9371,42.08,55,93,7.4
257,Chimbote,PE,2021-10-24 18:36:57,-9.0853,-78.5783,68.59,71,7,11.5
258,Chicama,PE,2021-10-24 18:36:57,-7.8447,-79.1469,63.14,58,11,10.47
259,Phangnga,TH,2021-10-24 18:36:58,8.4509,98.5298,84.9,94,100,2.17
260,Muros,ES,2021-10-24 18:36:58,42.7762,-9.0603,61.09,88,70,3.58
261,Trinidad,BO,2021-10-24 18:36:58,-14.8333,-64.9,64.38,94,90,14.97
262,Hedaru,TZ,2021-10-24 18:36:59,-4.5,37.9,74.05,67,0,4.7
263,Grindavik,IS,2021-10-24 18:32:54,63.8424,-22.4338,48.15,93,75,9.22
264,Sobolevo,RU,2021-10-24 18:22:40,54.4299,31.8996,32.63,75,96,7.43
265,Boa Vista,BR,2021-10-24 18:37:00,2.8197,-60.6733,93.18,46,40,4.61
266,Asfi,MA,2021-10-24 18:37:00,32.2994,-9.2372,68.67,75,100,13.65
267,Bangkalan,ID,2021-10-24 18:37:00,-7.0455,112.7351,82.35,78,90,1.07
268,Petropavlovsk-Kamchatskiy,RU,2021-10-24 18:32:16,53.0452,158.6483,21.79,80,0,6.71
269,Northam,GB,2021-10-24 18:37:01,51.0333,-4.2167,58.08,91,5,12.82
270,Airai,TL,2021-10-24 18:33:45,-8.9266,125.4092,61.2,86,98,1.12
271,Georgetown,MY,2021-10-24 18:36:58,5.4112,100.3354,78.73,94,20,1.99
272,Santiago,CL,2021-10-24 18:37:02,-33.4569,-70.6483,81.84,18,0,4.61
273,Cochrane,CA,2021-10-24 18:34:10,51.1834,-114.4687,48.76,39,1,2.3
274,Kenai,US,2021-10-24 18:33:27,60.5544,-151.2583,39.15,93,75,0.0
275,Malinyi,TZ,2021-10-24 18:37:02,-8.9333,36.1333,83.01,38,0,5.84
276,Ketchikan,US,2021-10-24 18:37:03,55.3422,-131.6461,48.67,53,1,9.22
277,Edd,ER,2021-10-24 18:37:03,13.9297,41.6925,86.85,63,13,11.68
278,Guatire,VE,2021-10-24 18:37:04,10.4762,-66.5427,85.21,76,100,5.1
279,Grand-Santi,GF,2021-10-24 18:33:18,4.25,-54.3833,87.19,57,100,0.76
280,Chernyshevskiy,RU,2021-10-24 18:37:04,63.0128,112.4714,31.24,98,100,7.09
281,Makakilo City,US,2021-10-24 18:37:05,21.3469,-158.0858,77.32,79,90,6.91
282,Banja Luka,BA,2021-10-24 18:37:05,44.7758,17.1856,38.57,79,0,3.6
283,Esperance,AU,2021-10-24 18:36:21,-33.8667,121.9,67.84,36,100,26.4
284,Soltsy,RU,2021-10-24 18:37:06,58.1239,30.3238,31.15,88,55,4.32
285,Taltal,CL,2021-10-24 18:37:06,-25.4,-70.4833,63.36,69,24,6.4
286,Ucluelet,CA,2021-10-24 18:23:19,48.9329,-125.5528,53.1,89,100,1.99
287,Shahgarh,IN,2021-10-24 18:37:07,24.3167,79.1333,71.6,48,12,4.45
288,Kinsale,IE,2021-10-24 18:37:07,51.7075,-8.5306,54.23,93,40,12.66
289,Zonguldak,TR,2021-10-24 18:27:15,41.25,31.8333,46.35,91,100,7.63
290,Kruisfontein,ZA,2021-10-24 18:37:08,-34.0033,24.7314,54.88,74,0,4.47
291,Sosua,DO,2021-10-24 18:37:08,19.7667,-70.5167,91.38,62,20,18.41
292,Caborca,MX,2021-10-24 18:37:09,30.5838,-111.101,80.49,29,2,14.05
293,Te Anau,NZ,2021-10-24 18:37:09,-45.4167,167.7167,52.25,97,94,0.22
294,Villarrica,PY,2021-10-24 18:37:10,-25.75,-56.4333,74.5,44,0,8.81
